rating,review,place,date,des
4,Worth the money,Surendranagar,5 months ago,Exlent product from Xiaomi...true value for money... sound output could have been better..!!! At this price point it's okOn time delivery by flipkart and installation process was also up ti mark git the tv in the morning and the installation guy came in the evening and Installed the tv perfectly... people should stop wasting their money in more overpriced TV's .... One more thing A soundbar is highly recommended with this TV it will truly enhance the overall viewing experience....
4,Value-for-money,Tirupati,5 months ago,Good
5,Simply awesome,Gurugram,5 months ago,It is a really good product.The tv looks awesome with extraordinary features.
4,Wonderful,Vinnamala,5 months ago,superb picture quality,very good sound, but one small issue is there  brightness is very dull, but it's worthble product.
5,Simply awesome,Theni,5 months ago,awesome product
5,Must buy!,Kalyan,5 months ago,Fantastic service & product. thank you
5,Best in the market!,Thiruvananthapuram,5 months ago,The picture quality is awesome . Time delivery . The installation was on time and very nice .
5,Just wow!,New Delhi,5 months ago,It’s a good product in this range.. even better we can say...
5,Terrific,Pune,5 months ago,good product in less price
5,Simply awesome,Nanded,5 months ago,awesome product value for money
5,Highly recommended,Hyderabad,5 months ago,Fast delivery and fast installation by Flipkart. Excellent TV within the price range. Don't think. Go for it.
5,Highly recommended,Komaram Bheem Asifabad District,5 months ago,awesome
5,Brilliant,Howrah,5 months ago,awsm tv
4,Good quality product,Bengaluru,5 months ago,picture quality is good with HD  channels,
5,Just wow!,Venkatagiri,5 months ago,Super tv.       Value for money 💷
5,Best in the market!,Varanasi,5 months ago,very nice experience  very good and good value of money compared to other companies
5,Worth every penny,Himmatnagar,5 months ago,good
5,Must buy!,Ahmedabad,5 months ago,it's good tv. HD video giving clarity equal to all main branded tv like sony Samsung etc. sound is good.
5,Just wow!,Pune District,5 months ago,nice tv.
5,Excellent,Bangalore,5 months ago,great value for money. I had a Samsung TV earlier and the picture quality is better than Samsung. The only issue I had was it was not working seamlessly with dish TV stb . it would only have sound and no picture but after updating software for stb that was fixed.. bit slow in booting up initially. rest seen fine
5,Must buy!,Kolkata,5 months ago,Value for money product..
5,Great product,Bengaluru,5 months ago,best budget tv for all
5,Awesome,Koraput District,5 months ago,nice one in mid range
5,Highly recommended,New Delhi,5 months ago,Nice product from Mi. Flipkart delivered product within one day.Only installation process done by third party may be delayed.
4,Nice product,Aurangabad,5 months ago,awesome. it's good I suggest this product to my friends also.
5,Terrific,Gorakhpur,5 months ago,value for money 😊
4,Really Nice,Katni District,5 months ago,nice ...👌👌
5,Great product,Kanpur,5 months ago,awasome product in this price all specification at awasome
5,Mind-blowing purchase,Bapatla,5 months ago,Good picture quality compared to budget. If need best picture change in settings c in YouTube. Overall great buy nice Tv
5,Just wow!,Darbhanga District,5 months ago,best product in less amount
5,Brilliant,Warangal,5 months ago,Exlent TV & value of money to product mi led smart tv. Thank you flip kart.
5,Excellent,East Godavari District,5 months ago,good
4,Good quality product,Varanasi,5 months ago,over all performence was good but color effect and visibility can be improve .......sometimes color disatishfies you
5,Fabulous!,Bokaro Steel City,5 months ago,i like mi tv all ober best
5,Just wow!,Nilanga,5 months ago,Our all future are good
5,Best in the market!,Kurnool,5 months ago,Good product
5,Worth every penny,Una,5 months ago,Really Like this amazing T.V.
5,Excellent,Sheohar,5 months ago,best of this price segments
5,Best in the market!,Hyderabad,5 months ago,wonderful product....awesome
5,Just wow!,Idukki District,5 months ago,supper...
5,Perfect product!,Dharmapuri,5 months ago,super than expected
5,Must buy!,Motihari,5 months ago,Best Product.
1,Not recommended at all,Jaipur,5 months ago,no installation  done
4,Pretty good,Sultanpur,5 months ago,It'sGood product
5,Excellent,Gandhinagar,5 months ago,Superb sound and picture quality of TV. ots a value for money deal..
3,Does the job,Paravada Industrial Area,5 months ago,quality of the picture and performance is Not expected
1,Not recommended at all,Srikalahasti,5 months ago,super
5,Must buy!,Muzaffarpur,5 months ago,Best u can get at this price.
4,Worth the money,New Delhi,5 months ago,Overall Good Product but it needs a strong wifi connection to work properly, so i had to change my router but yeah it is all good i love xiaomi from day 1.
4,Good quality product,Thoothukkudi,5 months ago,ok
5,Great product,Modakurichi,5 months ago,super,nice
5,Worth every penny,Pune,5 months ago,Delivery and Installation on the same day. Good value for money TV!!!
4,Really Nice,Chittoor,5 months ago,gòod
5,Classy product,Guwahati,5 months ago,so nice tv
5,Great product,Bengaluru,5 months ago,Great product by MI. Great with HD channels. Awesome picturer quality. Super fast delivery and installation by flipkart.
5,Just wow!,Loha,5 months ago,Amazing... must buy.... installation service very good and fast... thank you so much Flipkart
5,Awesome,Hyderabad,5 months ago,very nice tv thanks to flipcart
5,Just wow!,Rourkela,5 months ago,Real value for money
4,Pretty good,Faridabad,5 months ago,Some issue with brightnessNot able to connect with iPhoneRest all good
3,Good,Visakhapatnam,5 months ago,unit body is very poor
5,Wonderful,Mandvi Kachchh District,5 months ago,nice rijalt
5,Just wow!,Begusarai,5 months ago,Good
5,Terrific,Mandi,5 months ago,Nice product...very good pic quality..value for money
5,Best in the market!,Hyderabad,5 months ago,Excellent TV and super support from flipkart....I always appreciate their response...thankq flipkart and mi
4,Pretty good,Bhavani,5 months ago,very fast delivery and even faster installation... great work by Flipkart 👏👏👏
5,Just wow!,Solapur,5 months ago,good product & good price
5,Terrific,Mau District,5 months ago,Thank you
4,Wonderful,Nellore,5 months ago,good TV
4,Very Good,Khammam District,5 months ago,good quality picture
5,Must buy!,Kancheepuram District,5 months ago,Value for mony
5,Super!,Pune,5 months ago,nice led excellent performance
5,Super t.v,Rewa,5 months ago,Nice
5,Mind-blowing purchase,Arrah,5 months ago,Best tv.. picture quality is aswm.. sound is good.. service was also good. Over all best 5/5.
5,Great product,Arrah,5 months ago,just awesome go & buy don't think more
5,Wonderful,Bijapur,5 months ago,must buy ... value of money thanks flip
5,Brilliant,New Delhi,5 months ago,nice TV
3,Nice,Muzaffarpur,5 months ago,Picture qaltiy best
5,Terrific purchase,Roorkee,5 months ago,it's my second TV.. I bought Mi TV last year as well. picture and sound quality is good. this time I have ordered it again for another room
5,Best in the market!,Anakapalle,6 months ago,nice led tv
5,Simply awesome,Lucknow,6 months ago,Superb
4,Pretty good,Koovappady,6 months ago,Awsome tv no words for that? Delivery and installation from flipkart is great, i personally recomend this......
4,Very Good,Anantapur,6 months ago,nice product at this cost
5,Fabulous!,Chennai,6 months ago,Super tv
5,Highly recommended,Krishna,6 months ago,Super....... Excellent TV......
4,Good quality product,Gorakhpur District,6 months ago,very good
5,Worth every penny,Jalgaon,6 months ago,Best TV in good range with lots of featuresService also goodNo damages to TV
5,Fabulous!,Solapur,6 months ago,Best product. Value of money
1,Don't waste your money,New Delhi,6 months ago,No one come for demo of product.
5,Perfect product!,Hyderabad,6 months ago,Good
4,Really Nice,Patna,6 months ago,nice tv at this price range but it had some issues with connectivity ..... overall nice package
5,Great product,Dewas,6 months ago,nice tv for this bujet segment
4,Pretty good,New Delhi,6 months ago,need picture quality improvement
5,Awesome,Pune,6 months ago,value for money
5,Excellent,Chittoor District,6 months ago,Awesome TV
5,Must buy!,Surat,6 months ago,good
4,Pretty good,Jaunpur,6 months ago,nice product
5,It is a real beast,Corbett,6 months ago,fantastic quality and sound. simply go for it .  Mi is a new king of electronics
5,Wonderful,Patna,6 months ago,connectivity issue aur screen share issues
4,Good quality product,Akola,6 months ago,very nice
5,Just wow!,Pimpri Chinchwad,6 months ago,fantastic TV in this range. no brightness issue nothing
5,Fabulous!,Kurnool District,6 months ago,Nice one value of money mi tv is best company  f
4,Delightful,Basoda,6 months ago,this pro version doesn't have mira cast  facilities.. but after that all about nice tv
4,Wonderful,Arakonam,6 months ago,Very nice
5,Perfect product!,Gurugram,6 months ago,Excellent  Super
5,Classy product,Shahjahanpur,6 months ago,no words to explain.....really MI won my heart...great technology a real smart TV
4,Delightful,Eluru,6 months ago,good
5,Classy product,Mumbai,6 months ago,awesome product very nice
4,Good choice,Ambejogai,6 months ago,volume of sound is automatically increases in watching movies
5,Super!,Patna,6 months ago,brilliant LED
3,Decent product,Anantapur District,6 months ago,value for money.  picture and connectivity is awesome and sound i feel little bit less.
5,Brilliant,Raxaul Bazar,6 months ago,it's good
5,Fabulous!,Rajkot,6 months ago,this is awesome product ......i feel like a theatre with mi soundbar.......and this is fully android with latest version......also like mi remote... it's control a our voice search.....
4,Worth the money,Aligarh,6 months ago,It's very nice LED in this price...Total Value for money 👍
5,Terrific purchase,Ghaziabad,6 months ago,very nice TV and value for money
3,Decent product,Rajahmundry,6 months ago,super good tv
5,Terrific purchase,Murakambattu,6 months ago,good quality
5,Must buy!,Daltonganj,6 months ago,awesome good quality.paisa wasool mi Led
4,Worth the money,Karur,6 months ago,Good TV.
4,Pretty good,North Goa District,6 months ago,i now think its better to buy. firestick .. some apps dont get downloaded/installed..
5,Brilliant,Surat,6 months ago,Value Of Money... One Of The Best TV in 23000
5,Perfect product!,Patan,6 months ago,Best product 4 this price
5,Wonderful,Hyderabad,6 months ago,perfect
5,Wonderful,Nagpur,6 months ago,Awesome TV.I like this
1,Did not meet expectations,Thiruvananthapuram,6 months ago,chromcasting not connecting .display only source lincence plz update this issue.speaker one side not working plz help
5,Awesome,Kalaburgi,6 months ago,Super
4,Nice product Satisfied,Ballia,6 months ago,Best TV ever in this Price, Good Picture Quality and strong Sound.
